HourlyActiveSessions,HourlyActiveUsers,EventUtcYear,EventUtcMonth,EventUtcDay,EventUtcHour
99031,98525,2016,8,22,8
58618,58326,2016,9,3,8
70871,70532,2016,9,3,23
91204,90805,2016,9,8,3
97775,97324,2016,9,23,3
256775,255734,2016,9,27,14
241532,240601,2016,10,4,15
72631,72328,2016,10,15,4
194567,193754,2016,11,14,19
99241,98866,2016,11,19,14
98355,97953,2016,11,24,12
308803,308190,2016,11,28,13
220889,220157,2016,12,2,14
89277,88886,2016,12,4,23
101888,101444,2016,12,14,2
75206,74864,2016,12,23,4
53587,53353,2016,12,24,11
192323,191596,2017,1,6,17
164898,164221,2017,1,16,18
81126,80764,2017,1,17,6
196400,195580,2017,1,18,16
79856,79577,2017,1,27,4
73590,73295,2017,1,31,6
170521,169716,2016,7,25,20
94144,93590,2016,7,27,8
175439,174686,2016,8,16,20
110322,109795,2016,8,20,16
74984,74592,2016,8,21,0
60248,59955,2016,8,27,7
218286,217439,2016,10,12,13
230656,229940,2016,10,13,12
73992,73685,2016,11,12,12
94462,94104,2016,12,10,13
71822,71538,2016,12,11,12
113730,113302,2016,12,12,11
91962,91533,2016,12,13,10
72249,71861,2016,12,31,2
74767,74332,2016,6,15,15
188954,188030,2016,8,10,19
225444,224548,2016,8,11,17
127148,126589,2016,8,17,11
99168,98735,2016,8,19,10
108658,108164,2016,8,24,1
63394,63098,2016,8,28,10
98216,97739,2016,10,8,19
168504,167802,2016,10,10,20
96934,96451,2016,10,19,8
107126,106653,2016,10,20,10
96877,96471,2016,10,28,8
230585,229708,2016,10,31,17
174335,173565,2016,11,8,17
91012,90578,2016,11,17,8
75597,75229,2016,11,24,21
91854,91444,2016,12,25,16
45816,45620,2017,1,1,10
73453,73100,2017,1,2,2
100377,99937,2017,1,3,0
83992,83597,2017,1,5,8
100959,100483,2017,1,7,15
66430,66145,2017,1,8,5
107507,107056,2017,1,10,1
59136,58867,2017,1,15,7
34133,33970,2016,6,8,23
43527,43255,2016,6,23,8
99298,98773,2016,6,26,18
101434,100957,2016,6,30,2
90777,90320,2016,7,2,19
138155,137521,2016,7,15,20
84175,83766,2016,7,15,23
93572,93098,2016,7,19,2
183384,182473,2016,7,20,15
104417,103892,2016,7,23,15
229141,228439,2016,7,25,12
75911,75488,2016,8,6,23
92545,92076,2016,8,23,6
211248,210468,2016,9,1,19
109738,109284,2016,9,19,1
85253,84865,2016,10,1,11
102598,102165,2016,10,11,1
96947,96534,2016,11,1,0
99427,99034,2016,11,1,10
109395,108950,2016,11,10,1
93194,92766,2016,11,19,20
100703,100266,2016,11,20,19
78998,78647,2016,11,25,3
75202,74835,2016,11,27,2
120475,119986,2016,12,1,23
156144,155447,2016,12,14,21
151422,150770,2016,12,16,20
98633,98137,2016,12,18,18
191158,190420,2016,12,20,16
163914,163264,2016,12,21,14
88120,87748,2016,12,23,1
53015,52771,2016,12,25,7
165627,164915,2017,1,10,21
131955,131360,2017,1,18,22
55633,55393,2017,1,21,10
96765,96333,2017,1,22,18
101076,100587,2016,7,25,1
196493,195587,2016,8,10,17
174526,173644,2016,8,10,20
101574,101075,2016,8,17,10
191924,191058,2016,8,17,18
218322,217474,2016,8,18,17
63922,63618,2016,8,20,10
354068,353214,2016,8,29,13
192941,192105,2016,8,31,17
110110,109545,2016,9,16,0
106155,105630,2016,10,8,17
93047,92568,2016,10,8,20
275254,274288,2016,10,13,14
193367,192627,2016,10,13,20
243486,242719,2016,10,14,13
101585,101138,2016,10,17,8
98414,97944,2016,10,20,8
257720,256921,2016,10,20,13
104204,103765,2016,10,27,10
96168,95653,2016,11,12,19
75786,75485,2016,11,19,12
150384,149775,2016,12,2,21
103841,103311,2016,12,11,19
108344,107938,2016,12,19,11
88384,87988,2016,12,21,2
60479,60222,2016,12,31,12
83534,83123,2016,12,31,19
87236,86840,2017,1,5,9
83147,82849,2017,1,9,5
83966,83620,2017,1,27,3
70407,70103,2016,7,9,11
96907,96408,2016,7,11,9
170016,169125,2016,8,2,20
78552,78177,2016,8,20,2
226597,225732,2016,9,1,18
136136,135672,2016,9,7,11
209764,209002,2016,9,9,18
55576,55343,2016,9,11,7
116777,116267,2016,9,14,23
81470,81072,2016,9,18,1
65211,64909,2016,9,18,9
255335,254394,2016,9,23,14
115133,114659,2016,9,26,1
110023,109556,2016,10,29,16
92352,91863,2016,11,7,9
77727,77381,2016,11,9,7
78021,77684,2016,12,17,23
135186,134674,2016,12,23,17
118993,118489,2017,1,10,23
90381,89985,2017,1,23,10
100226,99762,2017,1,28,17
183841,183006,2016,6,30,18
89151,88728,2016,7,18,0
113768,113277,2016,8,1,22
108166,107699,2016,8,22,1
99130,98662,2016,9,30,9
104183,103648,2016,11,12,17
147579,147109,2016,11,17,12
107458,106978,2016,12,11,17
61877,61618,2016,12,17,11
175220,174769,2017,1,3,12
104232,103830,2017,1,12,3
142671,142203,2017,1,25,13
