,week,hour_of_week,WindowsToAgentCalls,rate,treatment
92,1,92,105,0.0012709402537038831,0.0
93,1,93,79,0.0010373171564379317,0.0
94,1,94,21,0.00027731558513588466,0.0
95,1,95,13,0.0001754528031959403,0.0
96,1,96,16,0.00021523312437784174,0.0
97,1,97,3,3.890344165780533e-05,0.0
98,1,98,7,9.07417489823961e-05,0.0
99,1,99,12,0.00013785972772703775,0.0
100,1,100,16,0.00012950117765133426,0.0
101,1,101,44,0.00023684564661552953,0.0
102,1,102,208,0.0009562339095255609,0.0
103,1,103,309,0.0014225143977792203,0.0
104,1,104,380,0.0017879492222420883,0.0
105,1,105,393,0.0020434373423875458,0.0
106,1,106,439,0.0023994840289468505,0.0
107,1,107,444,0.0025036652757415134,0.0
108,1,108,460,0.0027942123358400254,0.0
109,1,109,422,0.002849926388157273,0.0
110,1,110,390,0.003214294544765233,0.0
111,1,111,316,0.0031552355942526785,0.0
112,1,112,289,0.003243910652149512,0.0
113,1,113,226,0.0027702868350085804,0.0
114,1,114,205,0.002694000919902753,0.0
115,1,115,165,0.002243798955613577,0.0
116,1,116,103,0.0014612208997148491,0.0
117,1,117,82,0.0012364107899458694,0.0
118,1,118,20,0.0003245067497403946,0.0
119,1,119,16,0.0002748054892396476,0.0
120,1,120,14,0.00025271214281846245,0.0
121,1,121,3,5.478951693909232e-05,0.0
122,1,122,5,8.95271177639707e-05,0.0
123,1,123,13,0.00021549937836717778,0.0
124,1,124,15,0.00021965791940018744,0.0
125,1,125,29,0.00036547404504152543,0.0
126,1,126,57,0.0006318239760571967,0.0
127,1,127,238,0.0023573926049188284,0.0
128,1,128,297,0.0027947154471544716,0.0
129,1,129,338,0.0031459419210722265,0.0
130,1,130,392,0.0037689046140237862,0.0
131,1,131,387,0.0038327077535578818,0.0
132,1,132,364,0.0037419301780500843,0.0
133,1,133,367,0.0040323466719405805,0.0
134,1,134,346,0.0041220901141318595,0.0
135,1,135,325,0.004163144006353598,0.0
136,1,136,243,0.0032994786009124485,0.0
137,1,137,210,0.0029208450978483107,0.0
138,1,138,90,0.00127237255068284,0.0
139,1,139,50,0.0007022570541721091,0.0
140,1,140,42,0.0005869036639557307,0.0
141,1,141,39,0.0005870841487279843,0.0
142,1,142,15,0.0002454951637452742,0.0
143,1,143,14,0.00024532566982669494,0.0
144,1,144,13,0.00023285806405387978,0.0
145,1,145,4,7.282127837754192e-05,0.0
146,1,146,4,7.212275292547916e-05,0.0
147,1,147,8,0.00013462574044157243,0.0
148,1,148,13,0.00019494931317857358,0.0
