"","dt","dnum","hnum","totchib","winchib","xbxchib","xtkchib","xabchib","totcall","wincall","xbxcall","xtkcall","xabcall","actsess","actuser"
"364",2017-03-23 03:00:00,812,19491,819,498,321,213,108,986,165,821,579,242,90306,89779
"365",2017-03-23 04:00:00,812,19492,626,390,236,154,82,579,160,419,307,112,83330,82816
"366",2017-03-23 05:00:00,812,19493,530,351,179,106,73,314,87,227,174,53,79326,78811
"367",2017-03-23 06:00:00,812,19494,380,265,115,77,38,168,60,108,71,37,86223,85699
"368",2017-03-23 07:00:00,812,19495,304,233,71,51,20,98,45,53,39,14,91412,90791
"369",2017-03-23 08:00:00,812,19496,287,217,70,37,33,68,34,34,24,10,95000,94311
"370",2017-03-23 09:00:00,812,19497,313,239,74,47,27,56,29,27,18,9,98988,98289
"371",2017-03-23 10:00:00,812,19498,318,267,51,35,16,82,39,43,31,12,106624,105933
"372",2017-03-23 11:00:00,812,19499,367,291,76,46,30,193,75,118,75,43,136149,135347
"373",2017-03-23 12:00:00,812,19500,504,411,93,65,28,605,183,422,279,143,191631,190632
"374",2017-03-23 13:00:00,812,19501,705,581,124,73,51,997,340,657,431,226,227688,226272
"375",2017-03-23 14:00:00,812,19502,843,668,175,110,65,1120,456,664,458,206,235671,234111
"376",2017-03-23 15:00:00,812,19503,1001,798,203,129,74,1228,521,707,488,219,231426,229962
"377",2017-03-23 16:00:00,812,19504,983,803,180,113,67,1642,650,992,701,291,210429,209044
"378",2017-03-23 17:00:00,812,19505,996,791,205,138,67,1669,614,1055,726,329,204817,203538
"379",2017-03-23 18:00:00,812,19506,986,780,206,145,61,1731,642,1089,786,303,199224,197935
"380",2017-03-23 19:00:00,812,19507,1015,759,256,159,97,1978,629,1349,947,402,186794,185573
"381",2017-03-23 20:00:00,812,19508,1097,769,328,212,116,2265,679,1586,1134,452,171071,169999
"382",2017-03-23 21:00:00,812,19509,1096,760,336,221,115,2252,605,1647,1181,466,143621,142747
"383",2017-03-23 22:00:00,812,19510,1085,711,374,259,115,2148,562,1586,1135,451,118462,117717
"384",2017-03-23 23:00:00,812,19511,1017,639,378,243,135,2033,573,1460,1047,413,104942,104308
"385",2017-03-24 00:00:00,813,19512,988,620,368,259,109,1748,458,1290,943,347,99324,98742
"386",2017-03-24 01:00:00,813,19513,1117,653,464,325,139,1642,328,1314,999,315,98506,97915
"387",2017-03-24 02:00:00,813,19514,973,600,373,261,112,1394,279,1115,836,279,93464,92910
"388",2017-03-24 03:00:00,813,19515,756,510,246,156,90,801,219,582,435,147,84861,84354
"389",2017-03-24 04:00:00,813,19516,649,436,213,140,73,477,142,335,246,89,76975,76465
"390",2017-03-24 05:00:00,813,19517,512,353,159,105,54,266,91,175,128,47,72210,71788
"391",2017-03-24 06:00:00,813,19518,360,256,104,63,41,69,26,43,31,12,76039,75560
"392",2017-03-24 07:00:00,813,19519,287,200,87,56,31,137,49,88,63,25,80227,79691
"393",2017-03-24 08:00:00,813,19520,272,208,64,42,22,76,31,45,29,16,82992,82373
"394",2017-03-24 09:00:00,813,19521,305,255,50,26,24,77,18,59,42,17,87379,86758
"395",2017-03-24 10:00:00,813,19522,297,255,42,24,18,101,46,55,35,20,95425,94796
"396",2017-03-24 11:00:00,813,19523,395,316,79,43,36,228,74,154,101,53,123314,122546
"397",2017-03-24 12:00:00,813,19524,459,376,83,53,30,499,138,361,249,112,173568,172469
"398",2017-03-24 13:00:00,813,19525,680,548,132,74,58,1044,329,715,477,238,202715,201348
"399",2017-03-24 14:00:00,813,19526,773,606,167,81,86,1142,409,733,505,228,207268,205820
"400",2017-03-24 15:00:00,813,19527,852,704,148,94,54,1470,504,966,666,300,202682,201306
"401",2017-03-24 16:00:00,813,19528,934,729,205,137,68,1619,646,973,677,296,185523,184237
"402",2017-03-24 17:00:00,813,19529,1008,811,197,115,82,1840,647,1193,833,360,178714,177480
"403",2017-03-24 18:00:00,813,19530,990,786,204,138,66,1805,690,1115,767,348,174316,173063
"404",2017-03-24 19:00:00,813,19531,950,700,250,167,83,2166,774,1392,994,398,156624,155470
"405",2017-03-24 20:00:00,813,19532,1037,722,315,211,104,2260,650,1610,1128,482,144995,143945
"406",2017-03-24 21:00:00,813,19533,1019,692,327,223,104,2042,493,1549,1114,435,122772,121916
"407",2017-03-24 22:00:00,813,19534,1013,656,357,225,132,2188,512,1676,1222,454,102702,101995
"408",2017-03-24 23:00:00,813,19535,1055,633,422,278,144,1798,405,1393,1026,367,90700,90031
"409",2017-03-25 00:00:00,814,19536,939,539,400,244,156,1847,360,1487,1085,402,81982,81361
"410",2017-03-25 01:00:00,814,19537,978,585,393,241,152,1593,340,1253,904,349,78620,78023
"411",2017-03-25 02:00:00,814,19538,905,511,394,262,132,1225,245,980,713,267,75348,74762
"412",2017-03-25 03:00:00,814,19539,815,493,322,211,111,977,235,742,549,193,70475,69907
"413",2017-03-25 04:00:00,814,19540,728,459,269,182,87,639,134,505,376,129,66999,66480
"414",2017-03-25 05:00:00,814,19541,588,373,215,152,63,423,102,321,245,76,63657,63148
"415",2017-03-25 06:00:00,814,19542,431,252,179,99,80,260,59,201,153,48,60744,60231
"416",2017-03-25 07:00:00,814,19543,416,276,140,87,53,134,37,97,74,23,59266,58738
"417",2017-03-25 08:00:00,814,19544,323,225,98,65,33,82,34,48,37,11,58194,57681
"418",2017-03-25 09:00:00,814,19545,302,226,76,36,40,62,26,36,26,10,59789,59315
"419",2017-03-25 10:00:00,814,19546,322,226,96,63,33,96,42,54,35,19,62687,62135
"420",2017-03-25 11:00:00,814,19547,308,234,74,45,29,166,55,111,76,35,70542,70002
"421",2017-03-25 12:00:00,814,19548,436,323,113,71,42,410,109,301,203,98,80939,80337
"422",2017-03-25 13:00:00,814,19549,659,464,195,124,71,966,218,748,517,231,90495,89897
"423",2017-03-25 14:00:00,814,19550,846,576,270,178,92,1460,292,1168,806,362,99735,99009
"424",2017-03-25 15:00:00,814,19551,980,658,322,200,122,1672,411,1261,894,367,104413,103706
"425",2017-03-25 16:00:00,814,19552,1035,706,329,212,117,1769,429,1340,970,370,103557,102781
"426",2017-03-25 17:00:00,814,19553,1097,695,402,266,136,1874,439,1435,1044,391,104440,103629
"427",2017-03-25 18:00:00,814,19554,1136,797,339,224,115,2037,517,1520,1091,429,98540,97789
"428",2017-03-25 19:00:00,814,19555,1021,721,300,215,85,2109,578,1531,1090,441,95310,94620
"429",2017-03-25 20:00:00,814,19556,1008,664,344,248,96,1895,502,1393,1002,391,90778,90053
"430",2017-03-25 21:00:00,814,19557,1023,635,388,265,123,1838,455,1383,989,394,83156,82498
"431",2017-03-25 22:00:00,814,19558,1133,695,438,293,145,1791,388,1403,996,407,78755,78107
"432",2017-03-25 23:00:00,814,19559,1056,651,405,278,127,1595,375,1220,903,317,74886,74237
"433",2017-03-26 00:00:00,815,19560,1058,594,464,281,183,1575,324,1251,912,339,72132,71555
"434",2017-03-26 01:00:00,815,19561,1050,634,416,282,134,1473,284,1189,873,316,71154,70617
"435",2017-03-26 02:00:00,815,19562,965,539,426,297,129,1213,196,1017,731,286,69722,69184
"436",2017-03-26 03:00:00,815,19563,854,510,344,239,105,948,149,799,571,228,69528,68968
"437",2017-03-26 04:00:00,815,19564,706,401,305,197,108,583,104,479,350,129,67898,67367
"438",2017-03-26 05:00:00,815,19565,572,324,248,154,94,373,76,297,209,88,63518,63016
"439",2017-03-26 06:00:00,815,19566,403,256,147,85,62,253,52,201,145,56,61197,60695
"440",2017-03-26 07:00:00,815,19567,347,244,103,56,47,118,36,82,58,24,60232,59728
"441",2017-03-26 08:00:00,815,19568,296,215,81,50,31,96,38,58,40,18,59425,58968
"442",2017-03-26 09:00:00,815,19569,253,191,62,42,20,79,39,40,25,15,58432,57901
"443",2017-03-26 10:00:00,815,19570,295,211,84,47,37,79,29,50,35,15,60907,60434
"444",2017-03-26 11:00:00,815,19571,297,228,69,42,27,155,51,104,76,28,68072,67558
"445",2017-03-26 12:00:00,815,19572,376,268,108,70,38,313,83,230,164,66,74640,74087
"446",2017-03-26 13:00:00,815,19573,552,380,172,100,72,761,153,608,432,176,84464,83896
"447",2017-03-26 14:00:00,815,19574,694,484,210,135,75,1218,240,978,696,282,91888,91243
"448",2017-03-26 15:00:00,815,19575,895,632,263,160,103,1429,281,1148,826,322,98548,97791
"449",2017-03-26 16:00:00,815,19576,996,677,319,202,117,1713,345,1368,967,401,100455,99742
"450",2017-03-26 17:00:00,815,19577,1027,678,349,234,115,1771,341,1430,1019,411,101198,100443
"451",2017-03-26 18:00:00,815,19578,1083,725,358,229,129,1846,362,1484,1073,411,100807,100068
"452",2017-03-26 19:00:00,815,19579,1081,734,347,238,109,1860,444,1416,1041,375,99113,98343
"453",2017-03-26 20:00:00,815,19580,1050,706,344,231,113,1848,406,1442,1029,413,94132,93405
"454",2017-03-26 21:00:00,815,19581,1035,660,375,235,140,1750,394,1356,978,378,89165,88479
"455",2017-03-26 22:00:00,815,19582,1088,697,391,254,137,1805,356,1449,1055,394,84194,83515
"456",2017-03-26 23:00:00,815,19583,1092,677,415,259,156,1739,394,1345,976,369,83761,83096
"457",2017-03-27 00:00:00,816,19584,1066,707,359,225,134,1483,326,1157,826,331,91600,90932
"458",2017-03-27 01:00:00,816,19585,1034,647,387,266,121,1256,263,993,715,278,97764,97001
"459",2017-03-27 02:00:00,816,19586,853,570,283,187,96,810,151,659,481,178,92088,91367
"460",2017-03-27 03:00:00,816,19587,724,483,241,170,71,659,113,546,387,159,88631,87906
"461",2017-03-27 04:00:00,816,19588,610,417,193,124,69,409,90,319,223,96,84644,83967
"462",2017-03-27 05:00:00,816,19589,497,362,135,87,48,218,63,155,112,43,86058,85415
"463",2017-03-27 06:00:00,816,19590,329,258,71,40,31,160,55,105,77,28,95719,94944
"464",2017-03-27 07:00:00,816,19591,301,219,82,55,27,95,38,57,35,22,97686,96852
"465",2017-03-27 08:00:00,816,19592,312,275,37,23,14,62,29,33,22,11,98772,97846
"466",2017-03-27 09:00:00,816,19593,281,249,32,18,14,67,27,40,27,13,100561,99690
"467",2017-03-27 10:00:00,816,19594,317,258,59,40,19,101,40,61,42,19,112244,111426
"468",2017-03-27 11:00:00,816,19595,383,314,69,46,23,225,92,133,91,42,166774,165983
"469",2017-03-27 12:00:00,816,19596,456,367,89,55,34,474,153,321,211,110,249314,248033
"470",2017-03-27 13:00:00,816,19597,703,575,128,81,47,1081,350,731,488,243,277856,276236
"471",2017-03-27 14:00:00,816,19598,888,735,153,92,61,1312,432,880,591,289,263088,261462
"472",2017-03-27 15:00:00,816,19599,960,795,165,109,56,1598,552,1046,706,340,249137,247556
"473",2017-03-27 16:00:00,816,19600,974,792,182,122,60,1857,636,1221,832,389,219451,218053
"474",2017-03-27 17:00:00,816,19601,1157,961,196,135,61,1879,687,1192,835,357,210855,209568
"475",2017-03-27 18:00:00,816,19602,1197,975,222,125,97,2113,766,1347,932,415,204119,202791
"476",2017-03-27 19:00:00,816,19603,1326,1066,260,153,107,2338,756,1582,1104,478,192045,190785
"477",2017-03-27 20:00:00,816,19604,1267,956,311,189,122,2559,782,1777,1229,548,173685,172518
"478",2017-03-27 21:00:00,816,19605,1230,873,357,225,132,2616,690,1926,1372,554,144644,143739
"479",2017-03-27 22:00:00,816,19606,1211,845,366,247,119,2716,574,2142,1525,617,118065,117359
"480",2017-03-27 23:00:00,816,19607,1148,766,382,274,108,2385,558,1827,1294,533,106270,105612
"481",2017-03-28 00:00:00,817,19608,1135,739,396,276,120,2153,469,1684,1216,468,100842,100258
"482",2017-03-28 01:00:00,817,19609,1086,689,397,263,134,1688,440,1248,893,355,99418,98794
"483",2017-03-28 02:00:00,817,19610,861,596,265,175,90,1089,328,761,552,209,93020,92431
"484",2017-03-28 03:00:00,817,19611,790,549,241,165,76,747,198,549,377,172,85197,84685
"485",2017-03-28 04:00:00,817,19612,672,433,239,146,93,522,115,407,291,116,79382,78899
"486",2017-03-28 05:00:00,817,19613,502,363,139,90,49,289,87,202,147,55,79422,78971
"487",2017-03-28 06:00:00,817,19614,338,245,93,64,29,162,68,94,68,26,87629,87037
"488",2017-03-28 07:00:00,817,19615,271,211,60,33,27,72,26,46,35,11,91786,91146
"489",2017-03-28 08:00:00,817,19616,303,257,46,29,17,83,50,33,22,11,92430,91709
"490",2017-03-28 09:00:00,817,19617,300,253,47,34,13,60,33,27,18,9,92179,91493
"491",2017-03-28 10:00:00,817,19618,276,212,64,35,29,105,39,66,48,18,96999,96300
"492",2017-03-28 11:00:00,817,19619,369,293,76,41,35,195,76,119,80,39,123707,122981
"493",2017-03-28 12:00:00,817,19620,531,428,103,60,43,610,190,420,277,143,169176,168230
"494",2017-03-28 13:00:00,817,19621,691,569,122,82,40,1053,341,712,471,241,201405,200138
"495",2017-03-28 14:00:00,817,19622,866,728,138,96,42,1236,439,797,535,262,208692,207274
"496",2017-03-28 15:00:00,817,19623,930,748,182,120,62,1592,517,1075,734,341,205099,203664
"497",2017-03-28 16:00:00,817,19624,951,770,181,118,63,1776,560,1216,820,396,187780,186488
"498",2017-03-28 17:00:00,817,19625,1022,811,211,130,81,1658,576,1082,751,331,187545,186339
"499",2017-03-28 18:00:00,817,19626,1063,823,240,144,96,1885,658,1227,865,362,183953,182748
"500",2017-03-28 19:00:00,817,19627,1105,826,279,174,105,2104,706,1398,978,420,173549,172389
"501",2017-03-28 20:00:00,817,19628,1101,780,321,206,115,2371,677,1694,1198,496,159487,158397
"502",2017-03-28 21:00:00,817,19629,998,662,336,222,114,2444,631,1813,1274,539,132821,131935
"503",2017-03-28 22:00:00,817,19630,1068,710,358,235,123,2157,594,1563,1131,432,110040,109336
"504",2017-03-28 23:00:00,817,19631,955,639,316,209,107,1953,450,1503,1080,423,99282,98704
"505",2017-03-29 00:00:00,818,19632,1055,639,416,280,136,1779,408,1371,986,385,95490,94953
"506",2017-03-29 01:00:00,818,19633,971,623,348,247,101,1438,346,1092,785,307,94871,94254
"507",2017-03-29 02:00:00,818,19634,878,579,299,201,98,1096,272,824,592,232,89809,89235
"508",2017-03-29 03:00:00,818,19635,683,432,251,159,92,783,191,592,424,168,84504,84006
"509",2017-03-29 04:00:00,818,19636,549,388,161,117,44,449,112,337,244,93,78788,78321
"510",2017-03-29 05:00:00,818,19637,435,295,140,90,50,269,62,207,154,53,77342,76828
"511",2017-03-29 06:00:00,818,19638,346,264,82,44,38,146,57,89,69,20,85734,85136
"512",2017-03-29 07:00:00,818,19639,295,220,75,47,28,114,41,73,50,23,91685,91008
"513",2017-03-29 08:00:00,818,19640,313,252,61,34,27,78,34,44,31,13,91488,90746
"514",2017-03-29 09:00:00,818,19641,276,213,63,29,34,60,32,28,19,9,90412,89750
"515",2017-03-29 10:00:00,818,19642,349,290,59,34,25,107,49,58,41,17,93647,93033
"516",2017-03-29 11:00:00,818,19643,373,321,52,22,30,219,82,137,90,47,112677,111948
"517",2017-03-29 12:00:00,818,19644,457,368,89,60,29,593,202,391,258,133,149218,148292
"518",2017-03-29 13:00:00,818,19645,669,537,132,80,52,967,358,609,407,202,180669,179490
"519",2017-03-29 14:00:00,818,19646,772,641,131,78,53,1199,446,753,495,258,191450,190086
"520",2017-03-29 15:00:00,818,19647,846,689,157,104,53,1466,525,941,650,291,188015,186708
"521",2017-03-29 16:00:00,818,19648,836,688,148,92,56,1590,625,965,664,301,173773,172575
"522",2017-03-29 17:00:00,818,19649,905,708,197,132,65,1636,564,1072,740,332,172998,171824
"523",2017-03-29 18:00:00,818,19650,970,760,210,138,72,1746,602,1144,800,344,171226,170049
"524",2017-03-29 19:00:00,818,19651,951,740,211,142,69,1992,699,1293,908,385,162712,161547
"525",2017-03-29 20:00:00,818,19652,1053,764,289,187,102,2195,685,1510,1060,450,149716,148714
"526",2017-03-29 21:00:00,818,19653,1002,695,307,210,97,2089,637,1452,1043,409,128194,127331
"527",2017-03-29 22:00:00,818,19654,1001,645,356,241,115,2102,560,1542,1125,417,107517,106850
"528",2017-03-29 23:00:00,818,19655,998,630,368,227,141,1934,490,1444,1053,391,95929,95340
"529",2017-03-30 00:00:00,819,19656,982,631,351,254,97,1727,439,1288,923,365,93992,93409
"530",2017-03-30 01:00:00,819,19657,1020,649,371,261,110,1424,332,1092,805,287,94639,94092
"531",2017-03-30 02:00:00,819,19658,819,521,298,200,98,1111,289,822,603,219,90505,89967
"532",2017-03-30 03:00:00,819,19659,633,432,201,139,62,833,194,639,475,164,86200,85680
"533",2017-03-30 04:00:00,819,19660,571,377,194,144,50,488,118,370,272,98,81553,81019
"534",2017-03-30 05:00:00,819,19661,468,333,135,80,55,293,76,217,157,60,81078,80525
"535",2017-03-30 06:00:00,819,19662,325,224,101,58,43,138,52,86,61,25,90575,89956
"536",2017-03-30 07:00:00,819,19663,309,238,71,55,16,122,47,75,49,26,94531,93897
"537",2017-03-30 08:00:00,819,19664,288,238,50,30,20,91,31,60,43,17,94504,93830
"538",2017-03-30 09:00:00,819,19665,290,225,65,37,28,73,31,42,29,13,92736,92056
"539",2017-03-30 10:00:00,819,19666,284,226,58,36,22,105,33,72,47,25,97952,97329
"540",2017-03-30 11:00:00,819,19667,303,248,55,41,14,195,59,136,94,42,129242,128496
"541",2017-03-30 12:00:00,819,19668,349,289,60,38,22,524,164,360,246,114,184692,183672
"542",2017-03-30 13:00:00,819,19669,592,486,106,69,37,928,295,633,422,211,218323,216932
"543",2017-03-30 14:00:00,819,19670,686,567,119,68,51,1074,388,686,479,207,223467,222109
"544",2017-03-30 15:00:00,819,19671,845,697,148,98,50,1284,491,793,556,237,218365,216957
"545",2017-03-30 16:00:00,819,19672,854,693,161,106,55,1387,519,868,610,258,198588,197309
"546",2017-03-30 17:00:00,819,19673,877,697,180,124,56,1657,594,1063,763,300,194054,192813
"547",2017-03-30 18:00:00,819,19674,940,733,207,128,79,1768,655,1113,777,336,191462,190203
"548",2017-03-30 19:00:00,819,19675,953,704,249,149,100,1889,674,1215,877,338,179514,178283
"549",2017-03-30 20:00:00,819,19676,985,682,303,207,96,2050,671,1379,982,397,161891,160793
"550",2017-03-30 21:00:00,819,19677,967,653,314,213,101,2246,622,1624,1191,433,134721,133849
"551",2017-03-30 22:00:00,819,19678,951,607,344,220,124,2055,553,1502,1102,400,109425,108739
"552",2017-03-30 23:00:00,819,19679,904,550,354,234,120,1890,452,1438,1049,389,96582,95996
"553",2017-03-31 00:00:00,820,19680,961,599,362,241,121,1590,381,1209,917,292,92290,91749
"554",2017-03-31 01:00:00,820,19681,960,565,395,262,133,1418,297,1121,818,303,91624,91044
"555",2017-03-31 02:00:00,820,19682,776,483,293,194,99,1017,240,777,581,196,86494,85953
"556",2017-03-31 03:00:00,820,19683,656,412,244,173,71,656,179,477,355,122,80640,80138
"557",2017-03-31 04:00:00,820,19684,628,413,215,145,70,548,146,402,288,114,73926,73457
"558",2017-03-31 05:00:00,820,19685,462,286,176,125,51,304,85,219,158,61,72728,72259
"559",2017-03-31 06:00:00,820,19686,380,251,129,95,34,153,46,107,79,28,80174,79603
"560",2017-03-31 07:00:00,820,19687,246,182,64,43,21,128,53,75,55,20,85193,84580
"561",2017-03-31 08:00:00,820,19688,278,203,75,56,19,69,28,41,27,14,82827,82215
"562",2017-03-31 09:00:00,820,19689,257,197,60,38,22,74,34,40,29,11,84437,83837
"563",2017-03-31 10:00:00,820,19690,258,218,40,22,18,110,44,66,39,27,90069,89496
"564",2017-03-31 11:00:00,820,19691,298,244,54,38,16,243,75,168,114,54,117907,117271
"565",2017-03-31 12:00:00,820,19692,444,354,90,57,33,531,195,336,234,102,165541,164649
"566",2017-03-31 13:00:00,820,19693,554,434,120,77,43,939,287,652,432,220,194276,193077
"567",2017-03-31 14:00:00,820,19694,686,527,159,100,59,1124,386,738,517,221,198050,196811
"568",2017-03-31 15:00:00,820,19695,725,555,170,119,51,1413,423,990,676,314,192069,190801
"569",2017-03-31 16:00:00,820,19696,833,634,199,121,78,1602,551,1051,738,313,173821,172653
"570",2017-03-31 17:00:00,820,19697,854,628,226,140,86,1752,630,1122,783,339,169156,168072
"571",2017-03-31 18:00:00,820,19698,946,689,257,179,78,1864,697,1167,852,315,166278,165133
"572",2017-03-31 19:00:00,820,19699,942,680,262,172,90,2144,684,1460,1050,410,154217,153147
"573",2017-03-31 20:00:00,820,19700,990,688,302,213,89,2262,605,1657,1187,470,138412,137507
"574",2017-03-31 21:00:00,820,19701,973,613,360,254,106,2184,563,1621,1180,441,114998,114272
"575",2017-03-31 22:00:00,820,19702,986,629,357,239,118,2227,562,1665,1198,467,94245,93640
"576",2017-03-31 23:00:00,820,19703,952,561,391,260,131,2051,474,1577,1145,432,82721,82232
"577",2017-04-01 00:00:00,821,19704,972,543,429,309,120,1699,376,1323,992,331,76670,76201
"578",2017-04-01 01:00:00,821,19705,1029,568,461,319,142,1453,288,1165,846,319,74498,74051
"579",2017-04-01 02:00:00,821,19706,945,514,431,287,144,1190,216,974,713,261,71607,71194
"580",2017-04-01 03:00:00,821,19707,784,429,355,254,101,959,170,789,574,215,68514,68111
"581",2017-04-01 04:00:00,821,19708,644,372,272,187,85,603,123,480,349,131,63253,62883
"582",2017-04-01 05:00:00,821,19709,535,343,192,133,59,419,104,315,234,81,61454,61078
"583",2017-04-01 06:00:00,821,19710,415,277,138,94,44,168,51,117,89,28,60576,60195
"584",2017-04-01 07:00:00,821,19711,332,226,106,78,28,180,66,114,86,28,60092,59723
"585",2017-04-01 08:00:00,821,19712,310,219,91,57,34,76,29,47,36,11,58033,57677
"586",2017-04-01 09:00:00,821,19713,260,198,62,37,25,66,25,41,27,14,61477,61114
"587",2017-04-01 10:00:00,821,19714,275,201,74,43,31,77,40,37,27,10,64092,63722
"588",2017-04-01 11:00:00,821,19715,315,225,90,59,31,214,54,160,120,40,69765,69371
"589",2017-04-01 12:00:00,821,19716,397,293,104,67,37,505,131,374,263,111,79782,79395
"590",2017-04-01 13:00:00,821,19717,577,384,193,133,60,1059,214,845,580,265,89309,88809
"591",2017-04-01 14:00:00,821,19718,792,536,256,173,83,1356,288,1068,744,324,97738,97199
"592",2017-04-01 15:00:00,821,19719,890,568,322,209,113,1530,350,1180,849,331,100167,99564
"593",2017-04-01 16:00:00,821,19720,932,633,299,209,90,1729,400,1329,962,367,99047,98474
"594",2017-04-01 17:00:00,821,19721,1012,659,353,262,91,1748,405,1343,967,376,97416,96816
"595",2017-04-01 18:00:00,821,19722,1000,619,381,296,85,1926,461,1465,1057,408,94282,93690
"596",2017-04-01 19:00:00,821,19723,871,524,347,262,85,1856,484,1372,997,375,90700,90135
"597",2017-04-01 20:00:00,821,19724,882,563,319,238,81,1999,420,1579,1133,446,84691,84183
"598",2017-04-01 21:00:00,821,19725,986,586,400,299,101,1961,403,1558,1114,444,79009,78517
"599",2017-04-01 22:00:00,821,19726,1017,602,415,310,105,1802,354,1448,1052,396,71454,70997
"600",2017-04-01 23:00:00,821,19727,672,382,290,232,58,1879,362,1517,1125,392,67780,67358
"601",2017-04-02 00:00:00,822,19728,973,549,424,330,94,1608,252,1356,979,377,66573,66181
"602",2017-04-02 01:00:00,822,19729,975,504,471,369,102,1576,256,1320,960,360,66333,65941
"603",2017-04-02 02:00:00,822,19730,860,491,369,275,94,1238,195,1043,774,269,65996,65597
"604",2017-04-02 03:00:00,822,19731,744,409,335,257,78,868,127,741,546,195,65864,65504
"605",2017-04-02 04:00:00,822,19732,641,344,297,225,72,569,96,473,347,126,64806,64434
"606",2017-04-02 05:00:00,822,19733,564,310,254,174,80,404,69,335,238,97,61716,61333
"607",2017-04-02 06:00:00,822,19734,416,223,193,135,58,239,59,180,134,46,60545,60203
"608",2017-04-02 07:00:00,822,19735,349,237,112,75,37,145,41,104,75,29,60010,59647
"609",2017-04-02 08:00:00,822,19736,280,186,94,67,27,109,27,82,55,27,59068,58734
"610",2017-04-02 09:00:00,822,19737,243,179,64,50,14,77,29,48,33,15,57612,57291
"611",2017-04-02 10:00:00,822,19738,273,202,71,52,19,89,30,59,41,18,59373,59007
"612",2017-04-02 11:00:00,822,19739,329,231,98,71,27,156,38,118,80,38,65651,65296
"613",2017-04-02 12:00:00,822,19740,368,259,109,83,26,354,80,274,192,82,72206,71838
"614",2017-04-02 13:00:00,822,19741,568,347,221,163,58,845,157,688,479,209,81512,81038
"615",2017-04-02 14:00:00,822,19742,759,464,295,204,91,1378,213,1165,822,343,89118,88638
"616",2017-04-02 15:00:00,822,19743,918,572,346,257,89,1364,262,1102,784,318,92446,91924
"617",2017-04-02 16:00:00,822,19744,897,587,310,238,72,1581,308,1273,926,347,94090,93567
"618",2017-04-02 17:00:00,822,19745,967,589,378,288,90,1699,317,1382,979,403,94477,93924
"619",2017-04-02 18:00:00,822,19746,1046,639,407,299,108,1702,357,1345,978,367,92525,91956
"620",2017-04-02 19:00:00,822,19747,989,604,385,300,85,1726,397,1329,971,358,90527,89967
"621",2017-04-02 20:00:00,822,19748,982,617,365,259,106,1748,345,1403,1014,389,86642,86130
"622",2017-04-02 21:00:00,822,19749,993,611,382,261,121,1754,316,1438,1031,407,80945,80447
"623",2017-04-02 22:00:00,822,19750,957,586,371,256,115,1698,296,1402,1012,390,77996,77541
"624",2017-04-02 23:00:00,822,19751,1015,605,410,293,117,1701,287,1414,997,417,78361,77896
"625",2017-04-03 00:00:00,823,19752,1065,639,426,305,121,1440,243,1197,866,331,85221,84714
"626",2017-04-03 01:00:00,823,19753,940,571,369,278,91,1227,212,1015,737,278,90827,90241
"627",2017-04-03 02:00:00,823,19754,774,487,287,199,88,788,152,636,445,191,86359,85811
"628",2017-04-03 03:00:00,823,19755,644,421,223,155,68,509,118,391,296,95,84775,84230
"629",2017-04-03 04:00:00,823,19756,560,348,212,150,62,311,71,240,179,61,83791,83308
"630",2017-04-03 05:00:00,823,19757,412,281,131,93,38,177,42,135,96,39,84128,83612
"631",2017-04-03 06:00:00,823,19758,315,233,82,61,21,138,47,91,67,24,94936,94292
"632",2017-04-03 07:00:00,823,19759,267,222,45,28,17,75,25,50,38,12,99482,98813
"633",2017-04-03 08:00:00,823,19760,264,213,51,37,14,55,25,30,24,6,98796,98082
"634",2017-04-03 09:00:00,823,19761,295,246,49,39,10,60,27,33,25,8,102026,101255
"635",2017-04-03 10:00:00,823,19762,280,233,47,24,23,104,33,71,50,21,115070,114304
"636",2017-04-03 11:00:00,823,19763,304,253,51,25,26,253,65,188,123,65,167775,166905
"637",2017-04-03 12:00:00,823,19764,432,363,69,46,23,692,169,523,345,178,247349,246115
"638",2017-04-03 13:00:00,823,19765,690,566,124,83,41,1136,287,849,563,286,275144,273593
"639",2017-04-03 14:00:00,823,19766,771,606,165,110,55,1222,408,814,553,261,262747,261146
"640",2017-04-03 15:00:00,823,19767,844,688,156,110,46,1487,505,982,668,314,247924,246379
"641",2017-04-03 16:00:00,823,19768,956,760,196,144,52,1589,532,1057,711,346,215831,214389
"642",2017-04-03 17:00:00,823,19769,919,695,224,140,84,1725,522,1203,824,379,204367,203071
"643",2017-04-03 18:00:00,823,19770,888,698,190,129,61,1845,622,1223,856,367,196547,195231
"644",2017-04-03 19:00:00,823,19771,964,694,270,195,75,2010,639,1371,953,418,185406,184207
"645",2017-04-03 20:00:00,823,19772,1108,822,286,203,83,2193,603,1590,1097,493,168346,167221
"646",2017-04-03 21:00:00,823,19773,983,689,294,183,111,2452,562,1890,1310,580,137102,136308
"647",2017-04-03 22:00:00,823,19774,1089,653,436,312,124,2218,551,1667,1182,485,114720,114004
"648",2017-04-03 23:00:00,823,19775,1101,685,416,293,123,1981,444,1537,1108,429,102420,101806
"649",2017-04-04 00:00:00,824,19776,932,574,358,236,122,1759,340,1419,1006,413,96024,95475
"650",2017-04-04 01:00:00,824,19777,928,563,365,241,124,1455,268,1187,857,330,93423,92854
